Percentage,GradePoints,Grade,,,,
11.65,0,F,,,,
11.66,0,F,,,,
11.67,0,F,,,,
11.68,0,F,,,,
11.69,0,F,,,,
11.7,0,F,,,,
11.71,0,F,,,,
11.72,0,F,,,,
11.73,0,F,,,,
11.74,0,F,,,,
11.75,0,F,,,,
11.76,0,F,,,,
11.77,0,F,,,,
11.78,0,F,,,,
11.79,0,F,,,,
11.8,0,F,,,,
11.81,0,F,,,,
11.82,0,F,,,,
11.83,0,F,,,,
11.84,0,F,,,,
11.85,0,F,,,,
11.86,0,F,,,,
11.87,0,F,,,,
11.88,0,F,,,,
11.89,0,F,,,,
11.9,0,F,,,,
11.91,0,F,,,,
11.92,0,F,,,,
11.93,0,F,,,,
11.94,0,F,,,,
11.95,0,F,,,,
11.96,0,F,,,,
11.97,0,F,,,,
11.98,0,F,,,,
11.99,0,F,,,,
12,0,F,,,,
12.01,0,F,,,,
12.02,0,F,,,,
12.03,0,F,,,,
12.04,0,F,,,,
12.05,0,F,,,,
12.06,0,F,,,,
12.07,0,F,,,,
12.08,0,F,,,,
12.09,0,F,,,,
12.1,0,F,,,,
12.11,0,F,,,,
12.12,0,F,,,,
12.13,0,F,,,,
12.14,0,F,,,,
12.15,0,F,,,,
12.16,0,F,,,,
12.17,0,F,,,,
12.18,0,F,,,,
12.19,0,F,,,,
12.2,0,F,,,,
12.21,0,F,,,,
12.22,0,F,,,,
12.23,0,F,,,,
12.24,0,F,,,,
12.25,0,F,,,,
12.26,0,F,,,,
12.27,0,F,,,,
12.28,0,F,,,,
12.29,0,F,,,,
12.3,0,F,,,,
12.31,0,F,,,,
12.32,0,F,,,,
12.33,0,F,,,,
12.34,0,F,,,,
12.35,0,F,,,,
12.36,0,F,,,,
12.37,0,F,,,,
12.38,0,F,,,,
12.39,0,F,,,,
12.4,0,F,,,,
12.41,0,F,,,,
12.42,0,F,,,,
12.43,0,F,,,,
12.44,0,F,,,,
12.45,0,F,,,,
12.46,0,F,,,,
12.47,0,F,,,,
12.48,0,F,,,,
12.49,0,F,,,,
12.5,0,F,,,,
12.51,0,F,,,,
12.52,0,F,,,,
12.53,0,F,,,,
12.54,0,F,,,,
12.55,0,F,,,,
12.56,0,F,,,,
12.57,0,F,,,,
12.58,0,F,,,,
12.59,0,F,,,,
12.6,0,F,,,,
12.61,0,F,,,,
12.62,0,F,,,,
12.63,0,F,,,,
12.64,0,F,,,,
12.65,0,F,,,,
12.66,0,F,,,,
12.67,0,F,,,,
12.68,0,F,,,,
12.69,0,F,,,,
12.7,0,F,,,,
12.71,0,F,,,,
12.72,0,F,,,,
12.73,0,F,,,,
12.74,0,F,,,,
12.75,0,F,,,,
12.76,0,F,,,,
12.77,0,F,,,,
12.78,0,F,,,,
12.79,0,F,,,,
12.8,0,F,,,,
12.81,0,F,,,,
12.82,0,F,,,,
12.83,0,F,,,,
12.84,0,F,,,,
12.85,0,F,,,,
12.86,0,F,,,,
12.87,0,F,,,,
12.88,0,F,,,,
12.89,0,F,,,,
12.9,0,F,,,,
12.91,0,F,,,,
12.92,0,F,,,,
12.93,0,F,,,,
12.94,0,F,,,,
12.95,0,F,,,,
12.96,0,F,,,,
12.97,0,F,,,,
12.98,0,F,,,,
12.99,0,F,,,,
13,0,F,,,,
13.01,0,F,,,,
13.02,0,F,,,,
13.03,0,F,,,,
13.04,0,F,,,,
13.05,0,F,,,,
13.06,0,F,,,,
13.07,0,F,,,,
13.08,0,F,,,,
13.09,0,F,,,,
13.1,0,F,,,,
13.11,0,F,,,,
13.12,0,F,,,,
13.13,0,F,,,,
13.14,0,F,,,,
13.15,0,F,,,,
13.16,0,F,,,,
13.17,0,F,,,,
13.18,0,F,,,,
13.19,0,F,,,,
13.2,0,F,,,,
13.21,0,F,,,,
13.22,0,F,,,,
13.23,0,F,,,,
13.24,0,F,,,,
13.25,0,F,,,,
13.26,0,F,,,,
13.27,0,F,,,,
13.28,0,F,,,,
13.29,0,F,,,,
13.3,0,F,,,,
13.31,0,F,,,,
13.32,0,F,,,,
13.33,0,F,,,,
13.34,0,F,,,,
13.35,0,F,,,,
13.36,0,F,,,,
13.37,0,F,,,,
13.38,0,F,,,,
13.39,0,F,,,,
13.4,0,F,,,,
13.41,0,F,,,,
13.42,0,F,,,,
13.43,0,F,,,,
13.44,0,F,,,,
13.45,0,F,,,,
13.46,0,F,,,,
13.47,0,F,,,,
13.48,0,F,,,,
13.49,0,F,,,,
13.5,0,F,,,,
13.51,0,F,,,,
13.52,0,F,,,,
13.53,0,F,,,,
13.54,0,F,,,,
13.55,0,F,,,,
13.56,0,F,,,,
13.57,0,F,,,,
13.58,0,F,,,,
13.59,0,F,,,,
13.6,0,F,,,,
13.61,0,F,,,,
13.62,0,F,,,,
13.63,0,F,,,,
13.64,0,F,,,,
13.65,0,F,,,,
13.66,0,F,,,,
13.67,0,F,,,,
13.68,0,F,,,,
13.69,0,F,,,,
13.7,0,F,,,,
13.71,0,F,,,,
13.72,0,F,,,,
13.73,0,F,,,,
13.74,0,F,,,,
13.75,0,F,,,,
13.76,0,F,,,,
13.77,0,F,,,,
13.78,0,F,,,,
13.79,0,F,,,,
13.8,0,F,,,,
13.81,0,F,,,,
13.82,0,F,,,,
13.83,0,F,,,,
13.84,0,F,,,,
13.85,0,F,,,,
13.86,0,F,,,,
13.87,0,F,,,,
13.88,0,F,,,,
13.89,0,F,,,,
13.9,0,F,,,,
13.91,0,F,,,,
13.92,0,F,,,,
13.93,0,F,,,,
13.94,0,F,,,,
13.95,0,F,,,,
13.96,0,F,,,,
13.97,0,F,,,,
13.98,0,F,,,,
13.99,0,F,,,,
14,0,F,,,,
14.01,0,F,,,,
14.02,0,F,,,,
14.03,0,F,,,,
14.04,0,F,,,,
14.05,0,F,,,,
14.06,0,F,,,,
14.07,0,F,,,,
14.08,0,F,,,,
14.09,0,F,,,,
14.1,0,F,,,,
14.11,0,F,,,,
14.12,0,F,,,,
14.13,0,F,,,,
14.14,0,F,,,,
14.15,0,F,,,,
14.16,0,F,,,,
14.17,0,F,,,,
14.18,0,F,,,,
14.19,0,F,,,,
14.2,0,F,,,,
14.21,0,F,,,,
14.22,0,F,,,,
14.23,0,F,,,,
14.24,0,F,,,,
14.25,0,F,,,,
14.26,0,F,,,,
14.27,0,F,,,,
14.28,0,F,,,,
14.29,0,F,,,,
14.3,0,F,,,,
14.31,0,F,,,,
14.32,0,F,,,,
14.33,0,F,,,,
14.34,0,F,,,,
14.35,0,F,,,,
14.36,0,F,,,,
14.37,0,F,,,,
14.38,0,F,,,,
14.39,0,F,,,,
14.4,0,F,,,,
14.41,0,F,,,,
14.42,0,F,,,,
14.43,0,F,,,,
14.44,0,F,,,,
14.45,0,F,,,,
14.46,0,F,,,,
14.47,0,F,,,,
14.48,0,F,,,,
14.49,0,F,,,,
14.5,0,F,,,,
14.51,0,F,,,,
14.52,0,F,,,,
14.53,0,F,,,,
14.54,0,F,,,,
14.55,0,F,,,,
14.56,0,F,,,,
14.57,0,F,,,,
14.58,0,F,,,,
14.59,0,F,,,,
14.6,0,F,,,,
14.61,0,F,,,,
14.62,0,F,,,,
14.63,0,F,,,,
14.64,0,F,,,,
14.65,0,F,,,,
14.66,0,F,,,,
14.67,0,F,,,,
14.68,0,F,,,,
14.69,0,F,,,,
14.7,0,F,,,,
14.71,0,F,,,,
14.72,0,F,,,,
14.73,0,F,,,,
14.74,0,F,,,,
14.75,0,F,,,,
14.76,0,F,,,,
14.77,0,F,,,,
14.78,0,F,,,,
14.79,0,F,,,,
14.8,0,F,,,,
14.81,0,F,,,,
14.82,0,F,,,,
14.83,0,F,,,,
14.84,0,F,,,,
14.85,0,F,,,,
14.86,0,F,,,,
14.87,0,F,,,,
14.88,0,F,,,,
14.89,0,F,,,,
14.9,0,F,,,,
14.91,0,F,,,,
14.92,0,F,,,,
14.93,0,F,,,,
14.94,0,F,,,,
14.95,0,F,,,,
14.96,0,F,,,,
14.97,0,F,,,,
14.98,0,F,,,,
14.99,0,F,,,,
15,0,F,,,,
15.01,0,F,,,,
15.02,0,F,,,,
15.03,0,F,,,,
15.04,0,F,,,,
15.05,0,F,,,,
15.06,0,F,,,,
15.07,0,F,,,,
15.08,0,F,,,,
15.09,0,F,,,,
15.1,0,F,,,,
15.11,0,F,,,,
15.12,0,F,,,,
15.13,0,F,,,,
15.14,0,F,,,,
15.15,0,F,,,,
15.16,0,F,,,,
15.17,0,F,,,,
15.18,0,F,,,,
15.19,0,F,,,,
15.2,0,F,,,,
15.21,0,F,,,,
15.22,0,F,,,,
15.23,0,F,,,,
15.24,0,F,,,,
15.25,0,F,,,,
15.26,0,F,,,,
15.27,0,F,,,,
15.28,0,F,,,,
15.29,0,F,,,,
15.3,0,F,,,,
15.31,0,F,,,,
15.32,0,F,,,,
15.33,0,F,,,,
15.34,0,F,,,,
15.35,0,F,,,,
15.36,0,F,,,,
15.37,0,F,,,,
15.38,0,F,,,,
15.39,0,F,,,,
15.4,0,F,,,,
15.41,0,F,,,,
15.42,0,F,,,,
15.43,0,F,,,,
15.44,0,F,,,,
15.45,0,F,,,,
15.46,0,F,,,,
15.47,0,F,,,,
15.48,0,F,,,,
15.49,0,F,,,,
15.5,0,F,,,,
15.51,0,F,,,,
15.52,0,F,,,,
15.53,0,F,,,,
15.54,0,F,,,,
15.55,0,F,,,,
15.56,0,F,,,,
15.57,0,F,,,,
15.58,0,F,,,,
15.59,0,F,,,,
15.6,0,F,,,,
15.61,0,F,,,,
15.62,0,F,,,,
15.63,0,F,,,,
15.64,0,F,,,,
15.65,0,F,,,,
15.66,0,F,,,,
15.67,0,F,,,,
15.68,0,F,,,,
15.69,0,F,,,,
15.7,0,F,,,,
15.71,0,F,,,,
15.72,0,F,,,,
15.73,0,F,,,,
15.74,0,F,,,,
15.75,0,F,,,,
15.76,0,F,,,,
15.77,0,F,,,,
15.78,0,F,,,,
15.79,0,F,,,,
15.8,0,F,,,,
15.81,0,F,,,,
15.82,0,F,,,,
15.83,0,F,,,,
15.84,0,F,,,,
15.85,0,F,,,,
15.86,0,F,,,,
15.87,0,F,,,,
15.88,0,F,,,,
15.89,0,F,,,,
15.9,0,F,,,,
15.91,0,F,,,,
15.92,0,F,,,,
15.93,0,F,,,,
15.94,0,F,,,,
15.95,0,F,,,,
15.96,0,F,,,,
15.97,0,F,,,,
15.98,0,F,,,,
15.99,0,F,,,,
16,0,F,,,,
16.01,0,F,,,,
16.02,0,F,,,,
16.03,0,F,,,,
16.04,0,F,,,,
16.05,0,F,,,,
16.06,0,F,,,,
16.07,0,F,,,,
16.08,0,F,,,,
16.09,0,F,,,,
16.1,0,F,,,,
16.11,0,F,,,,
16.12,0,F,,,,
16.13,0,F,,,,
16.14,0,F,,,,
16.15,0,F,,,,
16.16,0,F,,,,
16.17,0,F,,,,
16.18,0,F,,,,
16.19,0,F,,,,
16.2,0,F,,,,
16.21,0,F,,,,
16.22,0,F,,,,
16.23,0,F,,,,
16.24,0,F,,,,
16.25,0,F,,,,
16.26,0,F,,,,
16.27,0,F,,,,
16.28,0,F,,,,
16.29,0,F,,,,
16.3,0,F,,,,
16.31,0,F,,,,
16.32,0,F,,,,
16.33,0,F,,,,
16.34,0,F,,,,
16.35,0,F,,,,
16.36,0,F,,,,
16.37,0,F,,,,
16.38,0,F,,,,
16.39,0,F,,,,
16.4,0,F,,,,
16.41,0,F,,,,
16.42,0,F,,,,
16.43,0,F,,,,
16.44,0,F,,,,
16.45,0,F,,,,
16.46,0,F,,,,
16.47,0,F,,,,
16.48,0,F,,,,
16.49,0,F,,,,
16.5,0,F,,,,
16.51,0,F,,,,
16.52,0,F,,,,
16.53,0,F,,,,
16.54,0,F,,,,
16.55,0,F,,,,
16.56,0,F,,,,
16.57,0,F,,,,
16.58,0,F,,,,
16.59,0,F,,,,
16.6,0,F,,,,
16.61,0,F,,,,
16.62,0,F,,,,
16.63,0,F,,,,
16.64,0,F,,,,
16.65,0,F,,,,
16.66,0,F,,,,
16.67,0,F,,,,
16.68,0,F,,,,
16.69,0,F,,,,
16.7,0,F,,,,
16.71,0,F,,,,
16.72,0,F,,,,
16.73,0,F,,,,
16.74,0,F,,,,
16.75,0,F,,,,
16.76,0,F,,,,
16.77,0,F,,,,
16.78,0,F,,,,
16.79,0,F,,,,
16.8,0,F,,,,
16.81,0,F,,,,
16.82,0,F,,,,
16.83,0,F,,,,
16.84,0,F,,,,
16.85,0,F,,,,
16.86,0,F,,,,
16.87,0,F,,,,
16.88,0,F,,,,
16.89,0,F,,,,
16.9,0,F,,,,
16.91,0,F,,,,
16.92,0,F,,,,
16.93,0,F,,,,
16.94,0,F,,,,
16.95,0,F,,,,
16.96,0,F,,,,
16.97,0,F,,,,
16.98,0,F,,,,
16.99,0,F,,,,
17,0,F,,,,
17.01,0,F,,,,
17.02,0,F,,,,
17.03,0,F,,,,
17.04,0,F,,,,
17.05,0,F,,,,
17.06,0,F,,,,
17.07,0,F,,,,
17.08,0,F,,,,
17.09,0,F,,,,
17.1,0,F,,,,
17.11,0,F,,,,
17.12,0,F,,,,
17.13,0,F,,,,
17.14,0,F,,,,
17.15,0,F,,,,
17.16,0,F,,,,
17.17,0,F,,,,
17.18,0,F,,,,
17.19,0,F,,,,
17.2,0,F,,,,
17.21,0,F,,,,
17.22,0,F,,,,
17.23,0,F,,,,
17.24,0,F,,,,
17.25,0,F,,,,
17.26,0,F,,,,
17.27,0,F,,,,
17.28,0,F,,,,
17.29,0,F,,,,
17.3,0,F,,,,
17.31,0,F,,,,
17.32,0,F,,,,
17.33,0,F,,,,
17.34,0,F,,,,
17.35,0,F,,,,
17.36,0,F,,,,
17.37,0,F,,,,
17.38,0,F,,,,
17.39,0,F,,,,
17.4,0,F,,,,
17.41,0,F,,,,
17.42,0,F,,,,
17.43,0,F,,,,
17.44,0,F,,,,
17.45,0,F,,,,
17.46,0,F,,,,
17.47,0,F,,,,
17.48,0,F,,,,
17.49,0,F,,,,
17.5,0,F,,,,
17.51,0,F,,,,
17.52,0,F,,,,
17.53,0,F,,,,
17.54,0,F,,,,
17.55,0,F,,,,
17.56,0,F,,,,
17.57,0,F,,,,
17.58,0,F,,,,
17.59,0,F,,,,
17.6,0,F,,,,
17.61,0,F,,,,
17.62,0,F,,,,
17.63,0,F,,,,
17.64,0,F,,,,
17.65,0,F,,,,
17.66,0,F,,,,
17.67,0,F,,,,
17.68,0,F,,,,
17.69,0,F,,,,
17.7,0,F,,,,
17.71,0,F,,,,
17.72,0,F,,,,
17.73,0,F,,,,
17.74,0,F,,,,
17.75,0,F,,,,
17.76,0,F,,,,
17.77,0,F,,,,
17.78,0,F,,,,
17.79,0,F,,,,
17.8,0,F,,,,
17.81,0,F,,,,
17.82,0,F,,,,
17.83,0,F,,,,
17.84,0,F,,,,
17.85,0,F,,,,
17.86,0,F,,,,
17.87,0,F,,,,
17.88,0,F,,,,
17.89,0,F,,,,
17.9,0,F,,,,
17.91,0,F,,,,
17.92,0,F,,,,
17.93,0,F,,,,
17.94,0,F,,,,
17.95,0,F,,,,
17.96,0,F,,,,
17.97,0,F,,,,
17.98,0,F,,,,
17.99,0,F,,,,
18,0,F,,,,
18.01,0,F,,,,
18.02,0,F,,,,
18.03,0,F,,,,
18.04,0,F,,,,
18.05,0,F,,,,
18.06,0,F,,,,
18.07,0,F,,,,
18.08,0,F,,,,
18.09,0,F,,,,
18.1,0,F,,,,
18.11,0,F,,,,
18.12,0,F,,,,
18.13,0,F,,,,
18.14,0,F,,,,
18.15,0,F,,,,
18.16,0,F,,,,
18.17,0,F,,,,
18.18,0,F,,,,
18.19,0,F,,,,
18.2,0,F,,,,
18.21,0,F,,,,
18.22,0,F,,,,
18.23,0,F,,,,
18.24,0,F,,,,
18.25,0,F,,,,
18.26,0,F,,,,
18.27,0,F,,,,
18.28,0,F,,,,
18.29,0,F,,,,
18.3,0,F,,,,
18.31,0,F,,,,
18.32,0,F,,,,
18.33,0,F,,,,
18.34,0,F,,,,
18.35,0,F,,,,
18.36,0,F,,,,
18.37,0,F,,,,
18.38,0,F,,,,
18.39,0,F,,,,
18.4,0,F,,,,
18.41,0,F,,,,
18.42,0,F,,,,
18.43,0,F,,,,
18.44,0,F,,,,
18.45,0,F,,,,
18.46,0,F,,,,
18.47,0,F,,,,
18.48,0,F,,,,
18.49,0,F,,,,
18.5,0,F,,,,
18.51,0,F,,,,
18.52,0,F,,,,
18.53,0,F,,,,
18.54,0,F,,,,
18.55,0,F,,,,
18.56,0,F,,,,
18.57,0,F,,,,
18.58,0,F,,,,
18.59,0,F,,,,
18.6,0,F,,,,
18.61,0,F,,,,
18.62,0,F,,,,
18.63,0,F,,,,
18.64,0,F,,,,
18.65,0,F,,,,
18.66,0,F,,,,
18.67,0,F,,,,
18.68,0,F,,,,
18.69,0,F,,,,
18.7,0,F,,,,
18.71,0,F,,,,
18.72,0,F,,,,
18.73,0,F,,,,
18.74,0,F,,,,
18.75,0,F,,,,
18.76,0,F,,,,
18.77,0,F,,,,
18.78,0,F,,,,
18.79,0,F,,,,
18.8,0,F,,,,
18.81,0,F,,,,
18.82,0,F,,,,
18.83,0,F,,,,
18.84,0,F,,,,
18.85,0,F,,,,
18.86,0,F,,,,
18.87,0,F,,,,
18.88,0,F,,,,
18.89,0,F,,,,
18.9,0,F,,,,
18.91,0,F,,,,
18.92,0,F,,,,
18.93,0,F,,,,
18.94,0,F,,,,
18.95,0,F,,,,
18.96,0,F,,,,
18.97,0,F,,,,
18.98,0,F,,,,
18.99,0,F,,,,
19,0,F,,,,
19.01,0,F,,,,
19.02,0,F,,,,
19.03,0,F,,,,
19.04,0,F,,,,
19.05,0,F,,,,
19.06,0,F,,,,
19.07,0,F,,,,
19.08,0,F,,,,
19.09,0,F,,,,
19.1,0,F,,,,
19.11,0,F,,,,
19.12,0,F,,,,
19.13,0,F,,,,
19.14,0,F,,,,
19.15,0,F,,,,
19.16,0,F,,,,
19.17,0,F,,,,
19.18,0,F,,,,
19.19,0,F,,,,
19.2,0,F,,,,
19.21,0,F,,,,
19.22,0,F,,,,
19.23,0,F,,,,
19.24,0,F,,,,
19.25,0,F,,,,
19.26,0,F,,,,
19.27,0,F,,,,
19.28,0,F,,,,
19.29,0,F,,,,
19.3,0,F,,,,
19.31,0,F,,,,
19.32,0,F,,,,
19.33,0,F,,,,
19.34,0,F,,,,
19.35,0,F,,,,
19.36,0,F,,,,
19.37,0,F,,,,
19.38,0,F,,,,
19.39,0,F,,,,
19.4,0,F,,,,
19.41,0,F,,,,
19.42,0,F,,,,
19.43,0,F,,,,
19.44,0,F,,,,
19.45,0,F,,,,
19.46,0,F,,,,
19.47,0,F,,,,
19.48,0,F,,,,
19.49,0,F,,,,
19.5,0,F,,,,
19.51,0,F,,,,
19.52,0,F,,,,
19.53,0,F,,,,
19.54,0,F,,,,
19.55,0,F,,,,
19.56,0,F,,,,
19.57,0,F,,,,
19.58,0,F,,,,
19.59,0,F,,,,
19.6,0,F,,,,
19.61,0,F,,,,
19.62,0,F,,,,
19.63,0,F,,,,
19.64,0,F,,,,
19.65,0,F,,,,
19.66,0,F,,,,
19.67,0,F,,,,
19.68,0,F,,,,
19.69,0,F,,,,
19.7,0,F,,,,
19.71,0,F,,,,
19.72,0,F,,,,
19.73,0,F,,,,
19.74,0,F,,,,
19.75,0,F,,,,
19.76,0,F,,,,
19.77,0,F,,,,
19.78,0,F,,,,
19.79,0,F,,,,
19.8,0,F,,,,
19.81,0,F,,,,
19.82,0,F,,,,
19.83,0,F,,,,
19.84,0,F,,,,
19.85,0,F,,,,
19.86,0,F,,,,
19.87,0,F,,,,
19.88,0,F,,,,
19.89,0,F,,,,
19.9,0,F,,,,
19.91,0,F,,,,
19.92,0,F,,,,
19.93,0,F,,,,
19.94,0,F,,,,
19.95,0,F,,,,
19.96,0,F,,,,
19.97,0,F,,,,
19.98,0,F,,,,
19.99,0,F,,,,
20,0,F,,,,
20.01,0,F,,,,
20.02,0,F,,,,
20.03,0,F,,,,
20.04,0,F,,,,
20.05,0,F,,,,
20.06,0,F,,,,
20.07,0,F,,,,
20.08,0,F,,,,
20.09,0,F,,,,
20.1,0,F,,,,
20.11,0,F,,,,
20.12,0,F,,,,
20.13,0,F,,,,
20.14,0,F,,,,
20.15,0,F,,,,
20.16,0,F,,,,
20.17,0,F,,,,
20.18,0,F,,,,
20.19,0,F,,,,
20.2,0,F,,,,
20.21,0,F,,,,
20.22,0,F,,,,
20.23,0,F,,,,
20.24,0,F,,,,
20.25,0,F,,,,
20.26,0,F,,,,
20.27,0,F,,,,
20.28,0,F,,,,
20.29,0,F,,,,
20.3,0,F,,,,
20.31,0,F,,,,
20.32,0,F,,,,
20.33,0,F,,,,
20.34,0,F,,,,
20.35,0,F,,,,
20.36,0,F,,,,
20.37,0,F,,,,
20.38,0,F,,,,
20.39,0,F,,,,
20.4,0,F,,,,
20.41,0,F,,,,
20.42,0,F,,,,
20.43,0,F,,,,
20.44,0,F,,,,
20.45,0,F,,,,
20.46,0,F,,,,
20.47,0,F,,,,
20.48,0,F,,,,
20.49,0,F,,,,
20.5,0,F,,,,
20.51,0,F,,,,
20.52,0,F,,,,
20.53,0,F,,,,
20.54,0,F,,,,
20.55,0,F,,,,
20.56,0,F,,,,
20.57,0,F,,,,
20.58,0,F,,,,
20.59,0,F,,,,
20.6,0,F,,,,
20.61,0,F,,,,
20.62,0,F,,,,
20.63,0,F,,,,
20.64,0,F,,,,
20.65,0,F,,,,
20.66,0,F,,,,
20.67,0,F,,,,
20.68,0,F,,,,
20.69,0,F,,,,
20.7,0,F,,,,
20.71,0,F,,,,
20.72,0,F,,,,
20.73,0,F,,,,
20.74,0,F,,,,
20.75,0,F,,,,
20.76,0,F,,,,
20.77,0,F,,,,
20.78,0,F,,,,
20.79,0,F,,,,
20.8,0,F,,,,
20.81,0,F,,,,
20.82,0,F,,,,
20.83,0,F,,,,
20.84,0,F,,,,
20.85,0,F,,,,
20.86,0,F,,,,
20.87,0,F,,,,
20.88,0,F,,,,
20.89,0,F,,,,
20.9,0,F,,,,
20.91,0,F,,,,
20.92,0,F,,,,
20.93,0,F,,,,
20.94,0,F,,,,
20.95,0,F,,,,
20.96,0,F,,,,
20.97,0,F,,,,
20.98,0,F,,,,
20.99,0,F,,,,
21,0,F,,,,
21.01,0,F,,,,
21.02,0,F,,,,
21.03,0,F,,,,
21.04,0,F,,,,
21.05,0,F,,,,
21.06,0,F,,,,
21.07,0,F,,,,
21.08,0,F,,,,
21.09,0,F,,,,
21.1,0,F,,,,
21.11,0,F,,,,
21.12,0,F,,,,
21.13,0,F,,,,
21.14,0,F,,,,
21.15,0,F,,,,
21.16,0,F,,,,
21.17,0,F,,,,
21.18,0,F,,,,
21.19,0,F,,,,
21.2,0,F,,,,
21.21,0,F,,,,
21.22,0,F,,,,
21.23,0,F,,,,
21.24,0,F,,,,
21.25,0,F,,,,
21.26,0,F,,,,
21.27,0,F,,,,
21.28,0,F,,,,
21.29,0,F,,,,
21.3,0,F,,,,
21.31,0,F,,,,
21.32,0,F,,,,
21.33,0,F,,,,
21.34,0,F,,,,
21.35,0,F,,,,
21.36,0,F,,,,
21.37,0,F,,,,
21.38,0,F,,,,
21.39,0,F,,,,
21.4,0,F,,,,
21.41,0,F,,,,
21.42,0,F,,,,
21.43,0,F,,,,
21.44,0,F,,,,
21.45,0,F,,,,
21.46,0,F,,,,
21.47,0,F,,,,
21.48,0,F,,,,
21.49,0,F,,,,
21.5,0,F,,,,
21.51,0,F,,,,
21.52,0,F,,,,
21.53,0,F,,,,
21.54,0,F,,,,
21.55,0,F,,,,
21.56,0,F,,,,
21.57,0,F,,,,
21.58,0,F,,,,
21.59,0,F,,,,
21.6,0,F,,,,
21.61,0,F,,,,
21.62,0,F,,,,
21.63,0,F,,,,
21.64,0,F,,,,
21.65,0,F,,,,
21.66,0,F,,,,
21.67,0,F,,,,
21.68,0,F,,,,
21.69,0,F,,,,
21.7,0,F,,,,
21.71,0,F,,,,
21.72,0,F,,,,
21.73,0,F,,,,
21.74,0,F,,,,
21.75,0,F,,,,
21.76,0,F,,,,
21.77,0,F,,,,
21.78,0,F,,,,
21.79,0,F,,,,
21.8,0,F,,,,
21.81,0,F,,,,
21.82,0,F,,,,
21.83,0,F,,,,
21.84,0,F,,,,
21.85,0,F,,,,
21.86,0,F,,,,
21.87,0,F,,,,
21.88,0,F,,,,
21.89,0,F,,,,
21.9,0,F,,,,
21.91,0,F,,,,
21.92,0,F,,,,
21.93,0,F,,,,
21.94,0,F,,,,
21.95,0,F,,,,
21.96,0,F,,,,
21.97,0,F,,,,
21.98,0,F,,,,
21.99,0,F,,,,
22,0,F,,,,
22.01,0,F,,,,
22.02,0,F,,,,
22.03,0,F,,,,
22.04,0,F,,,,
22.05,0,F,,,,
22.06,0,F,,,,
22.07,0,F,,,,
22.08,0,F,,,,
22.09,0,F,,,,
22.1,0,F,,,,
22.11,0,F,,,,
22.12,0,F,,,,
22.13,0,F,,,,
22.14,0,F,,,,
22.15,0,F,,,,
22.16,0,F,,,,
22.17,0,F,,,,
22.18,0,F,,,,
22.19,0,F,,,,
22.2,0,F,,,,
22.21,0,F,,,,
22.22,0,F,,,,
22.23,0,F,,,,
22.24,0,F,,,,
22.25,0,F,,,,
22.26,0,F,,,,
22.27,0,F,,,,
22.28,0,F,,,,
22.29,0,F,,,,
22.3,0,F,,,,
22.31,0,F,,,,
22.32,0,F,,,,
22.33,0,F,,,,
22.34,0,F,,,,
22.35,0,F,,,,
22.36,0,F,,,,
22.37,0,F,,,,
22.38,0,F,,,,
22.39,0,F,,,,
22.4,0,F,,,,
22.41,0,F,,,,
22.42,0,F,,,,
22.43,0,F,,,,
22.44,0,F,,,,
22.45,0,F,,,,
22.46,0,F,,,,
22.47,0,F,,,,
22.48,0,F,,,,
22.49,0,F,,,,
22.5,0,F,,,,
22.51,0,F,,,,
22.52,0,F,,,,
22.53,0,F,,,,
22.54,0,F,,,,
22.55,0,F,,,,
22.56,0,F,,,,
22.57,0,F,,,,
22.58,0,F,,,,
22.59,0,F,,,,
22.6,0,F,,,,
22.61,0,F,,,,
22.62,0,F,,,,
22.63,0,F,,,,
22.64,0,F,,,,
22.65,0,F,,,,
22.66,0,F,,,,
22.67,0,F,,,,
22.68,0,F,,,,
22.69,0,F,,,,
22.7,0,F,,,,
22.71,0,F,,,,
22.72,0,F,,,,
22.73,0,F,,,,
22.74,0,F,,,,
22.75,0,F,,,,
22.76,0,F,,,,
22.77,0,F,,,,
22.78,0,F,,,,
22.79,0,F,,,,
22.8,0,F,,,,
22.81,0,F,,,,
22.82,0,F,,,,
22.83,0,F,,,,
22.84,0,F,,,,
22.85,0,F,,,,
22.86,0,F,,,,
22.87,0,F,,,,
22.88,0,F,,,,
22.89,0,F,,,,
22.9,0,F,,,,
22.91,0,F,,,,
22.92,0,F,,,,
22.93,0,F,,,,
22.94,0,F,,,,
22.95,0,F,,,,
22.96,0,F,,,,
22.97,0,F,,,,
22.98,0,F,,,,
22.99,0,F,,,,
23,0,F,,,,
23.01,0,F,,,,
23.02,0,F,,,,
23.03,0,F,,,,
23.04,0,F,,,,
23.05,0,F,,,,
23.06,0,F,,,,
23.07,0,F,,,,
23.08,0,F,,,,
23.09,0,F,,,,
23.1,0,F,,,,
23.11,0,F,,,,
23.12,0,F,,,,
23.13,0,F,,,,
23.14,0,F,,,,
23.15,0,F,,,,
23.16,0,F,,,,
23.17,0,F,,,,
23.18,0,F,,,,
23.19,0,F,,,,
23.2,0,F,,,,
23.21,0,F,,,,
23.22,0,F,,,,
23.23,0,F,,,,
23.24,0,F,,,,
23.25,0,F,,,,
23.26,0,F,,,,
23.27,0,F,,,,
23.28,0,F,,,,
23.29,0,F,,,,
23.3,0,F,,,,
23.31,0,F,,,,
